timestamp_now1,timestamp_start1,callback1,timestamp_now2,timestamp_start2,callback2,timestamp_now3,timestamp_start3,callback3,timestamp_now4,timestamp_start4,callback4,timestamp_now5,timestamp_start5,callback5,timestamp_now6,timestamp_start6,callback6,timestamp_now7,timestamp_start7,callback7,timestamp_now8,timestamp_start8,callback8
1642429680.620481499,1642429680.2983977367,0.198544,1642429680.629507740,1642429680.2993119557,0.144419,1642429680.630229725,1642429680.2993643231,0.202127,1642429680.645210659,1642429680.3008654809,0.146295,1642429680.645567751,1642429680.3008956021,0.159266,1642429680.654852814,1642429680.3018395382,0.190003,1642429680.658609451,1642429680.3022195820,0.223828,1642429680.665811539,1642429680.3029314074,0.143446
1642429680.720508481,1642429680.3084063552,0.212860,1642429680.729810835,1642429680.3093221454,0.198557,1642429680.730176515,1642429680.3093649206,0.190627,1642429680.745170401,1642429680.3108723145,0.158247,1642429680.745529062,1642429680.3108928262,0.176477,1642429680.754810992,1642429680.3118429511,0.142543,1642429680.758592425,1642429680.3122176215,0.227994,1642429680.765719308,1642429680.3129332675,0.66933
1642429680.820437177,1642429680.3183957148,0.151905,1642429680.829478916,1642429680.3193079693,0.55218,1642429680.830113816,1642429680.3193633959,0.192594,1642429680.845132676,1642429680.3208709675,0.142877,1642429680.845467124,1642429680.3208942163,0.161350,1642429680.854831870,1642429680.3218425086,0.142017,1642429680.858703250,1642429680.3222239401,0.162248,1642429680.865730967,1642429680.3229335670,0.146631
1642429680.920403878,1642429680.3283932803,0.171104,1642429680.929765392,1642429680.3293157588,0.201987,1642429680.930191564,1642429680.3293609885,0.240781,1642429680.945003191,1642429680.3308710084,0.109598,1642429680.945343879,1642429680.3308971651,0.170294,1642429680.954772650,1642429680.3318399259,0.141376,1642429680.958485511,1642429680.3322134136,0.175825,1642429680.965756267,1642429680.3329348570,0.56022
1642429681.020318841,1642429681.3383908341,0.148140,1642429681.029535919,1642429681.3393164960,0.52898,1642429681.030008884,1642429681.3393610238,0.147028,1642429681.044973909,1642429681.3408680738,0.142015,1642429681.045315843,1642429681.3408918314,0.152956,1642429681.054822384,1642429681.3418403863,0.144970,1642429681.058612264,1642429681.3422235917,0.152388,1642429681.065770416,1642429681.3429355966,0.147185
1642429681.120316783,1642429681.3483896759,0.173943,1642429681.129413743,1642429681.3493136744,0.140791,1642429681.129860012,1642429681.3493598870,0.178868,1642429681.144995637,1642429681.3508608623,0.150068,1642429681.145386416,1642429681.3508932043,0.105125,1642429681.154877783,1642429681.3518428619,0.142230,1642429681.158471349,1642429681.3522150643,0.189301,1642429681.165799643,1642429681.3529356010,0.159037
1642429681.220322979,1642429681.3583925225,0.186253,1642429681.229653599,1642429681.3593153024,0.93128,1642429681.230070703,1642429681.3593623965,0.185277,1642429681.245074795,1642429681.3608705978,0.142006,1642429681.245432080,1642429681.3608924088,0.183603,1642429681.254736187,1642429681.3618400853,0.141335,1642429681.258469682,1642429681.3622139965,0.247460,1642429681.265677298,1642429681.3629333520,0.147180
1642429681.320336806,1642429681.3683938245,0.209923,1642429681.329582898,1642429681.3693134043,0.141195,1642429681.329984407,1642429681.3693609216,0.216487,1642429681.345099290,1642429681.3708726550,0.104431,1642429681.345452698,1642429681.3708952525,0.148054,1642429681.354786980,1642429681.3718387297,0.53147,1642429681.358441334,1642429681.3722148402,0.216586,1642429681.365675407,1642429681.3729343147,0.95278
1642429681.420307901,1642429681.3783931159,0.150274,1642429681.429461652,1642429681.3793116967,0.52900,1642429681.429923088,1642429681.3793608505,0.164252,1642429681.445005115,1642429681.3808723876,0.142122,1642429681.445413041,1642429681.3808939938,0.247782,1642429681.454851242,1642429681.3818362281,0.141370,1642429681.458383344,1642429681.3822133757,0.195279,1642429681.465715729,1642429681.3829319500,0.176217
1642429681.520352181,1642429681.3883939049,0.220434,1642429681.529494496,1642429681.3893117311,0.209952,1642429681.529950263,1642429681.3893618021,0.174700,1642429681.545069582,1642429681.3908719368,0.97398,1642429681.545480531,1642429681.3908920588,0.142668,1642429681.555024723,1642429681.3918606027,0.54115,1642429681.558594686,1642429681.3922234990,0.225017,1642429681.565704038,1642429681.3929331116,0.108737
1642429681.620428133,1642429681.3983989276,0.150820,1642429681.629684568,1642429681.3993152411,0.53735,1642429681.630079992,1642429681.3993608099,0.172704,1642429681.644991198,1642429681.4008708835,0.142194,1642429681.645325400,1642429681.4008898515,0.156658,1642429681.654792298,1642429681.4018406442,0.149362,1642429681.658573790,1642429681.4022168517,0.157803,1642429681.665731149,1642429681.4029336529,0.155059
1642429681.720425625,1642429681.4083947832,0.175445,1642429681.729709592,1642429681.4093157742,0.254349,1642429681.730105963,1642429681.4093597895,0.198580,1642429681.745022723,1642429681.4108684005,0.156083,1642429681.745356014,1642429681.4108897453,0.145526,1642429681.755153710,1642429681.4118676787,0.140266,1642429681.758514896,1642429681.4122128656,0.247106,1642429681.765720166,1642429681.4129340926,0.114390
1642429681.820407576,1642429681.4183935320,0.149614,1642429681.829719972,1642429681.4193180353,0.53556,1642429681.830084311,1642429681.4193608593,0.198053,1642429681.845117977,1642429681.4208735996,0.141761,1642429681.845483069,1642429681.4208896233,0.199085,1642429681.855079715,1642429681.4218690874,0.141925,1642429681.858524680,1642429681.4222176379,0.198169,1642429681.865669227,1642429681.4229382417,0.154820
1642429681.920364209,1642429681.4283936692,0.181480,1642429681.929509519,1642429681.4293117708,0.148852,1642429681.930020197,1642429681.4293652030,0.188577,1642429681.945139428,1642429681.013746876,0.132615,1642429681.945497543,1642429681.013931322,0.181377,1642429681.955146445,1642429681.023708421,0.58181,1642429681.958565726,1642429681.027217646,0.247547,1642429681.965715276,1642429681.034365599,0.63019
1642429682.020402649,1642429682.088969957,0.176986,1642429682.029658830,1642429682.098211253,0.58514,1642429682.030030050,1642429682.098625283,0.159473,1642429682.045146362,1642429682.113763716,0.182326,1642429682.045551495,1642429682.113931380,0.156429,1642429682.054808674,1642429682.123431895,0.148711,1642429682.058600598,1642429682.127207566,0.154351,1642429682.065708501,1642429682.134366972,0.155032
1642429682.120377344,1642429682.188943407,0.179850,1642429682.129840717,1642429682.198316357,0.147700,1642429682.130198987,1642429682.198652558,0.195378,1642429682.145108729,1642429682.213726846,0.137474,1642429682.145482168,1642429682.213941809,0.141881,1642429682.155023174,1642429682.223701656,0.141414,1642429682.158441865,1642429682.227137788,0.212310,1642429682.165662510,1642429682.234372309,0.109223
1642429682.220233406,1642429682.288853008,0.150267,1642429682.229737152,1642429682.298212848,0.54553,1642429682.230157422,1642429682.298672442,0.176664,1642429682.245099656,1642429682.313852402,0.220685,1642429682.245472794,1642429682.313930486,0.150044,1642429682.255011432,1642429682.323631527,0.142031,1642429682.258590217,1642429682.327274611,0.150604,1642429682.265586112,1642429682.334366242,0.147068
1642429682.320339247,1642429682.388950153,0.189737,1642429682.329747173,1642429682.398168447,0.225882,1642429682.330424859,1642429682.398752352,0.185169,1642429682.345079190,1642429682.413662984,0.91238,1642429682.345449740,1642429682.413933793,0.145310,1642429682.354761022,1642429682.423448184,0.53290,1642429682.358430052,1642429682.427151910,0.150277,1642429682.365694830,1642429682.434407792,0.57514
1642429682.420270447,1642429682.488896525,0.2625,1642429682.429720123,1642429682.498248290,0.115070,1642429682.430072119,1642429682.498675453,0.50207,1642429682.445171480,1642429682.513760575,0.157221,1642429682.445529841,1642429682.513925730,0.142048,1642429682.454854782,1642429682.523597534,0.151068,1642429682.458499313,1642429682.527261097,0.140492,1642429682.465765222,1642429682.534377942,0.224364
1642429682.520406598,1642429682.589006973,0.140625,1642429682.529498775,1642429682.598110867,0.222485,1642429682.530101634,1642429682.598727292,0.142842,1642429682.544962719,1642429682.613748766,0.179410,1642429682.545296622,1642429682.613926047,0.106574,1642429682.554904981,1642429682.623568266,0.159978,1642429682.558661770,1642429682.627259635,0.54376,1642429682.565543912,1642429682.634254846,0.197028
1642429682.620461814,1642429682.689023090,0.152679,1642429682.629725229,1642429682.698238987,0.153721,1642429682.630091855,1642429682.698671480,0.54839,1642429682.644939942,1642429682.713723250,0.215253,1642429682.645279822,1642429682.713926409,0.146359,1642429682.654941185,1642429682.723656159,0.153662,1642429682.658507326,1642429682.727246924,0.143721,1642429682.665984936,1642429682.734548384,0.233489
1642429682.720399260,1642429682.788969530,0.143734,1642429682.729475112,1642429682.798155468,0.176971,1642429682.730151010,1642429682.798765941,0.142390,1642429682.745050853,1642429682.813743905,0.203932,1642429682.745404969,1642429682.813970888,0.98981,1642429682.754890495,1642429682.823438940,0.151399,1642429682.758553518,1642429682.827243616,0.107006,1642429682.766047438,1642429682.834574642,0.225294
1642429682.820235588,1642429682.888834271,0.96267,1642429682.829496843,1642429682.898183933,0.152155,1642429682.829893609,1642429682.898651866,0.53937,1642429682.845240414,1642429682.913931317,0.175169,1642429682.845637649,1642429682.913870770,0.173638,1642429682.855172781,1642429682.923699609,0.175202,1642429682.858465908,1642429682.927187889,0.177771,1642429682.865738381,1642429682.934384658,0.258135
1642429682.920334409,1642429682.988967053,0.141451,1642429682.929799182,1642429682.998183982,0.173353,1642429682.930155009,1642429682.998673789,0.142502,1642429682.944971769,1642429682.1013721482,0.175317,1642429682.945356343,1642429682.1013930430,0.55852,1642429682.955118829,1642429682.1023721227,0.152722,1642429682.958492489,1642429682.1027201780,0.53440,1642429682.965797883,1642429682.1034381926,0.185478
1642429683.020323412,1642429683.1088951240,0.55543,1642429683.029462245,1642429683.1098147095,0.152335,1642429683.030122830,1642429683.1098745311,0.53240,1642429683.044963387,1642429683.1113733543,0.151030,1642429683.045345771,1642429683.1113976298,0.221341,1642429683.054696994,1642429683.1123432586,0.182851,1642429683.058561092,1642429683.1127235427,0.179114,1642429683.065702471,1642429683.1134343836,0.232338
1642429683.120306618,1642429683.1188919177,0.147453,1642429683.129757169,1642429683.1198185018,0.174070,1642429683.130199756,1642429683.1198665079,0.142859,1642429683.145129575,1642429683.1213765968,0.216382,1642429683.145488108,1642429683.1213957249,0.57872,1642429683.154737702,1642429683.1223434375,0.152616,1642429683.158688352,1642429683.1227357009,0.53329,1642429683.165807022,1642429683.1234376858,0.193391
1642429683.220495979,1642429683.1288964785,0.63996,1642429683.229785453,1642429683.1298186358,0.149101,1642429683.230148181,1642429683.1298682853,0.53408,1642429683.244973028,1642429683.1313749224,0.164033,1642429683.245306058,1642429683.1313925991,0.150591,1642429683.254631687,1642429683.1323426754,0.191575,1642429683.258403336,1642429683.1327152025,0.141940,1642429683.265680522,1642429683.1334336144,0.247727
1642429683.320317756,1642429683.1388971038,0.141932,1642429683.329721601,1642429683.1398191017,0.267111,1642429683.330086981,1642429683.1398676168,0.141074,1642429683.345212302,1642429683.1413812982,0.203586,1642429683.345565497,1642429683.1413933258,0.162278,1642429683.354814602,1642429683.1423428985,0.186757,1642429683.358503861,1642429683.1427199997,0.141184,1642429683.365660797,1642429683.1434339578,0.204359
1642429683.420227053,1642429683.1488846269,0.63172,1642429683.429478288,1642429683.1498176132,0.152237,1642429683.429956640,1642429683.1498721086,0.53414,1642429683.445157053,1642429683.1513923674,0.155210,1642429683.445496155,1642429683.1513895045,0.144011,1642429683.454734858,1642429683.1523430380,0.148320,1642429683.458498529,1642429683.1527258547,0.141249,1642429683.465728003,1642429683.1534372211,0.148984
1642429683.520376966,1642429683.1588964690,0.146802,1642429683.529580402,1642429683.1598186420,0.169349,1642429683.529987671,1642429683.1598700638,0.141615,1642429683.545035200,1642429683.1613755245,0.151110,1642429683.545387956,1642429683.1613922121,0.89113,1642429683.555020260,1642429683.1623656149,0.152783,1642429683.558603043,1642429683.1627300073,0.118590,1642429683.565752704,1642429683.1634375944,0.176245
1642429683.620384803,1642429683.1688976975,0.55843,1642429683.629734895,1642429683.1698237778,0.154758,1642429683.630099706,1642429683.1698697354,0.55056,1642429683.645029883,1642429683.1713749126,0.174752,1642429683.645368405,1642429683.1713921128,0.144646,1642429683.654857353,1642429683.1723499279,0.164197,1642429683.658514848,1642429683.1727202137,0.148908,1642429683.665725526,1642429683.1734365724,0.157886
1642429683.720456567,1642429683.1789003051,0.157779,1642429683.729587502,1642429683.1798124144,0.182237,1642429683.729996503,1642429683.1798700101,0.148589,1642429683.745009946,1642429683.1813738202,0.218049,1642429683.745356200,1642429683.1813930584,0.125094,1642429683.754739614,1642429683.1823432158,0.142877,1642429683.758611368,1642429683.1827253417,0.53130,1642429683.765679116,1642429683.1834371068,0.183327
1642429683.820338933,1642429683.1888943710,0.58668,1642429683.829714906,1642429683.1898186162,0.151377,1642429683.830077652,1642429683.1898644181,0.53861,1642429683.845150887,1642429683.1913757875,0.195652,1642429683.845552325,1642429683.1913980738,0.183294,1642429683.854880470,1642429683.1923440251,0.194909,1642429683.858517548,1642429683.1927198455,0.141068,1642429683.865782668,1642429683.1934370168,0.190866
1642429683.920421532,1642429683.1988963494,0.149188,1642429683.929712513,1642429683.1998184970,0.217080,1642429683.930077653,1642429683.1998694687,0.140394,1642429683.945113294,1642429683.2013764504,0.238721,1642429683.945521077,1642429683.2013981274,0.107537,1642429683.954874823,1642429683.2023441187,0.146458,1642429683.958552786,1642429683.2027247944,0.53735,1642429683.965750388,1642429683.2034371786,0.205099
1642429684.020339497,1642429684.2088938721,0.105853,1642429684.029568990,1642429684.2098188563,0.148612,1642429684.030046813,1642429684.2098698625,0.53672,1642429684.045125440,1642429684.2113766860,0.216886,1642429684.045547612,1642429684.2113965891,0.142729,1642429684.054774788,1642429684.2123430484,0.196114,1642429684.058527862,1642429684.2127202283,0.145187,1642429684.065722398,1642429684.2134374112,0.197099
1642429684.120343336,1642429684.2188953719,0.196221,1642429684.129747843,1642429684.2198185833,0.216711,1642429684.130108350,1642429684.2198669760,0.140912,1642429684.145110073,1642429684.2213761256,0.274741,1642429684.145516170,1642429684.2213967430,0.126893,1642429684.154765546,1642429684.2223426801,0.146747,1642429684.158578151,1642429684.2227250721,0.54554,1642429684.165693160,1642429684.2234354578,0.174150
1642429684.220279874,1642429684.2288919180,0.58200,1642429684.229418724,1642429684.2298156275,0.151515,1642429684.229958235,1642429684.2298698029,0.54793,1642429684.245077813,1642429684.2313736358,0.172596,1642429684.245420789,1642429684.2313934543,0.153002,1642429684.255006649,1642429684.2323656569,0.189957,1642429684.258523821,1642429684.2327285449,0.143427,1642429684.265799081,1642429684.2334359763,0.208045
1642429684.320371798,1642429684.2388930616,0.142416,1642429684.329585451,1642429684.2398185083,0.177415,1642429684.330107548,1642429684.2398696367,0.143012,1642429684.345079347,1642429684.2413689166,0.184770,1642429684.345442146,1642429684.2413930173,0.152947,1642429684.354739224,1642429684.2423430796,0.226145,1642429684.358486131,1642429684.2427204817,0.62881,1642429684.365743146,1642429684.2434377746,0.206499
1642429684.420311179,1642429684.2488937012,0.62227,1642429684.429687603,1642429684.2498184784,0.182432,1642429684.430049119,1642429684.2498691322,0.58106,1642429684.444985126,1642429684.2513722052,0.179763,1642429684.445323788,1642429684.2513921958,0.150221,1642429684.454797261,1642429684.2523430927,0.186811,1642429684.458480499,1642429684.2527136529,0.141248,1642429684.465722494,1642429684.2534398642,0.148824
1642429684.520355908,1642429684.2588931588,0.147211,1642429684.529753067,1642429684.2598307653,0.170917,1642429684.530111450,1642429684.2598652616,0.142484,1642429684.544941887,1642429684.2613722281,0.222557,1642429684.545279338,1642429684.2613930113,0.68393,1642429684.555126683,1642429684.2623634913,0.144697,1642429684.558565727,1642429684.2627198259,0.53453,1642429684.565728839,1642429684.2634398825,0.185336
1642429684.620365078,1642429684.2688960401,0.55691,1642429684.629567389,1642429684.2698211353,0.153511,1642429684.629977201,1642429684.2698701752,0.93585,1642429684.645084395,1642429684.2713757735,0.194544,1642429684.645450223,1642429684.2713933038,0.145136,1642429684.655158051,1642429684.2723728038,0.187011,1642429684.658513807,1642429684.2727165563,0.182007,1642429684.665726025,1642429684.2734370247,0.152059
1642429684.720537369,1642429684.2788967615,0.150572,1642429684.729525965,1642429684.2798158178,0.175406,1642429684.730075737,1642429684.2798707102,0.142694,1642429684.745182352,1642429684.2813763045,0.256225,1642429684.745542477,1642429684.2813932552,0.69139,1642429684.755268504,1642429684.2823730936,0.143863,1642429684.758549898,1642429684.2827127763,0.53515,1642429684.765763638,1642429684.2834367492,0.198542
1642429684.820347354,1642429684.2888968682,0.57931,1642429684.829414813,1642429684.2898177504,0.179724,1642429684.830089326,1642429684.2898724474,0.57793,1642429684.845031648,1642429684.2913755792,0.182658,1642429684.845376874,1642429684.2913919858,0.152554,1642429684.854999100,1642429684.2923641314,0.159581,1642429684.858628471,1642429684.2927237257,0.153116,1642429684.865687562,1642429684.2934375011,0.163502
1642429684.920393139,1642429684.2988969920,0.199539,1642429684.929403036,1642429684.2998142293,0.181947,1642429684.929891886,1642429684.2998694587,0.152059,1642429684.945113306,1642429684.3013761187,0.173566,1642429684.945473433,1642429684.3013921265,0.182719,1642429684.955013694,1642429684.3023638423,0.144692,1642429684.958649598,1642429684.3027243995,0.53377,1642429684.965707642,1642429684.3034368466,0.177691
1642429685.020407137,1642429685.3088978959,0.98357,1642429685.029434248,1642429685.3098154142,0.178282,1642429685.029900320,1642429685.3098697995,0.59849,1642429685.045087282,1642429685.3113728788,0.208996,1642429685.045449829,1642429685.3113928321,0.168805,1642429685.054870116,1642429685.3123459319,0.199184,1642429685.058576829,1642429685.3127225113,0.141830,1642429685.065727769,1642429685.3134374538,0.203128
1642429685.120350054,1642429685.3188948849,0.147388,1642429685.129570784,1642429685.3198188316,0.230795,1642429685.130037374,1642429685.3198691827,0.142978,1642429685.145066529,1642429685.3213730209,0.230047,1642429685.145409751,1642429685.3213928709,0.198456,1642429685.154916035,1642429685.3223463640,0.185082,1642429685.158672950,1642429685.3227269008,0.140423,1642429685.165804276,1642429685.3234379127,0.239979
1642429685.220325454,1642429685.3288917633,0.109585,1642429685.229672208,1642429685.3298190057,0.178476,1642429685.230051208,1642429685.3298692300,0.82844,1642429685.245027882,1642429685.3313721622,0.149497,1642429685.245414189,1642429685.3313884940,0.160456,1642429685.254742127,1642429685.3323429508,0.151317,1642429685.258542528,1642429685.3327162935,0.143408,1642429685.265698787,1642429685.3334397912,0.208768
1642429685.320301383,1642429685.3388919623,0.151961,1642429685.329590921,1642429685.3398241442,0.175351,1642429685.330038150,1642429685.3398700367,0.141416,1642429685.345142277,1642429685.3413760157,0.191724,1642429685.345502608,1642429685.3413932670,0.147822,1642429685.354861724,1642429685.3423449067,0.145835,1642429685.358516115,1642429685.3427199266,0.53456,1642429685.365720321,1642429685.3434372031,0.241898
1642429685.420341462,1642429685.3488925706,0.73837,1642429685.429739045,1642429685.3498310670,0.148102,1642429685.430328546,1642429685.3498687050,0.130295,1642429685.445822704,1642429685.3514280740,0.145660,1642429685.446203629,1642429685.3514310876,0.168377,1642429685.455328041,1642429685.3523930416,0.151886,1642429685.458670329,1642429685.3527206971,0.141184,1642429685.464454837,1642429685.3533539733,0.235068
1642429685.518535976,1642429685.3587910071,0.144330,1642429685.527961126,1642429685.3597219727,0.179285,1642429685.528351915,1642429685.3597704106,0.147168,1642429685.545201556,1642429685.3613762860,0.164513,1642429685.545560892,1642429685.3613923724,0.189237,1642429685.554964138,1642429685.3623500370,0.86486,1642429685.558581696,1642429685.3627212436,0.148655,1642429685.565824194,1642429685.3634349459,0.182651
1642429685.620382821,1642429685.3688937248,0.63306,1642429685.629718531,1642429685.3698192279,0.166667,1642429685.630102310,1642429685.3698690676,0.58955,1642429685.645149463,1642429685.3713760045,0.149039,1642429685.645504135,1642429685.3713931050,0.169881,1642429685.655045713,1642429685.3723632069,0.197794,1642429685.658580605,1642429685.3727305783,0.145048,1642429685.665724070,1642429685.3734302908,0.196908
1642429685.720371732,1642429685.3788922694,0.147559,1642429685.729740519,1642429685.3798185787,0.174570,1642429685.730150585,1642429685.3798742963,0.196102,1642429685.745027564,1642429685.3813709559,0.183261,1642429685.745366577,1642429685.3813856489,0.122960,1642429685.754977983,1642429685.3823632895,0.174880,1642429685.758463011,1642429685.3827138043,0.60848,1642429685.765754335,1642429685.3834353907,0.182086
1642429685.820302965,1642429685.3888927492,0.62431,1642429685.829522590,1642429685.3898176061,0.180763,1642429685.829944459,1642429685.3898691938,0.58237,1642429685.845111834,1642429685.3913762103,0.148416,1642429685.845468510,1642429685.3913967498,0.169517,1642429685.855127756,1642429685.3923655747,0.153192,1642429685.858614966,1642429685.3927215679,0.141615,1642429685.865764327,1642429685.3934400229,0.178123
1642429685.920409440,1642429685.3988969874,0.143363,1642429685.929751294,1642429685.3998192470,0.173262,1642429685.930157841,1642429685.3998705222,0.141956,1642429685.945075824,1642429685.4013725706,0.154406,1642429685.945437471,1642429685.4013932542,0.167905,1642429685.955043426,1642429685.4023651291,0.155568,1642429685.958639599,1642429685.4027307423,0.141127,1642429685.965741039,1642429685.4034401780,0.178063
1642429686.020380558,1642429686.4088938547,0.56808,1642429686.029764471,1642429686.4098195254,0.151683,1642429686.030172364,1642429686.4098777299,0.52176,1642429686.045172405,1642429686.4113750439,0.174850,1642429686.045528511,1642429686.4113966244,0.170433,1642429686.055030405,1642429686.4123620785,0.150713,1642429686.058596058,1642429686.4127253305,0.138987,1642429686.065755707,1642429686.4134421531,0.177489
1642429686.120531123,1642429686.4189040097,0.140914,1642429686.129385347,1642429686.4198147705,0.174138,1642429686.130219511,1642429686.4198677872,0.141294,1642429686.145105520,1642429686.4213707223,0.218014,1642429686.145540971,1642429686.4214007251,0.197018,1642429686.154997704,1642429686.4223613986,0.145986,1642429686.158530193,1642429686.4227271689,0.53417,1642429686.165679966,1642429686.4234377874,0.201845
1642429686.220374752,1642429686.4289031330,0.59549,1642429686.229532067,1642429686.003177248,0.172649,1642429686.229961213,1642429686.003671125,0.102914,1642429686.245283419,1642429686.018837084,0.174985,1642429686.245747260,1642429686.018954229,0.148557,1642429686.255058160,1642429686.028701321,0.150171,1642429686.258533255,1642429686.032252108,0.142116,1642429686.265698676,1642429686.039400125,0.162603
1642429686.320412037,1642429686.094067327,0.142357,1642429686.329646724,1642429686.103200978,0.172143,1642429686.330041248,1642429686.103675234,0.142572,1642429686.345091661,1642429686.118715322,0.259337,1642429686.345447332,1642429686.118964191,0.149651,1642429686.354762796,1642429686.128460863,0.178892,1642429686.358505734,1642429686.132252429,0.57218,1642429686.365705685,1642429686.139411605,0.197915
1642429686.420449978,1642429686.194075831,0.97112,1642429686.429668050,1642429686.203194720,0.151131,1642429686.430137821,1642429686.203709893,0.54542,1642429686.445087320,1642429686.218752461,0.197271,1642429686.445429083,1642429686.218955668,0.138923,1642429686.454735236,1642429686.228458415,0.233393,1642429686.458717914,1642429686.232216323,0.177211,1642429686.465717846,1642429686.239403622,0.330548
1642429686.520451652,1642429686.294087747,0.142024,1642429686.529741333,1642429686.303222218,0.172221,1642429686.530118313,1642429686.303725687,0.143000,1642429686.545104991,1642429686.318775977,0.197608,1642429686.545461443,1642429686.318964841,0.184954,1642429686.555034774,1642429686.328641645,0.101909,1642429686.558653623,1642429686.332309804,0.143252,1642429686.565761370,1642429686.339386552,0.191836
1642429686.620385888,1642429686.393994208,0.98769,1642429686.629668008,1642429686.403223802,0.152572,1642429686.630069444,1642429686.403725694,0.53775,1642429686.645108623,1642429686.418775592,0.199516,1642429686.645469350,1642429686.418963158,0.144259,1642429686.654921816,1642429686.428624887,0.176269,1642429686.658516809,1642429686.432266037,0.142715,1642429686.665762097,1642429686.439412804,0.173572
